location,province,area_sqm,bedrooms,bathrooms,price_php,price_per_sqm_php,property_type,distance_to_beach_km,tourism_density_score,infrastructure_score,employment_zone_score,flood_risk_score,cultural_premium_factor,quarter,year
Bauang - Inland,La Union,30,1,1,629000.0,20981.0,House,4.0,4.5,5.5,4.0,0.1,0.01,Q3,2024
San Juan - Beach District,La Union,150,3,2,5704000.0,38023.0,Townhouse,0.2,9.2,7.0,4.0,0.15,0.1,Q1,2023
Mandurriao - CBD Fringe,Iloilo,100,3,2,6473000.0,64728.0,House,12.0,4.5,8.5,8.0,0.1,0.04,Q3,2023
Iloilo Business Park - Megaworld,Iloilo,100,1,1,6681000.0,66805.0,House,15.0,5.5,9.2,9.5,0.05,0.08,Q2,2023
Bauang - Coastal,La Union,85,1,1,2589000.0,30460.0,Townhouse,1.0,6.5,6.2,4.0,0.25,0.04,Q3,2024
Iloilo Business Park - Megaworld,Iloilo,42,1,1,3231000.0,76933.0,Condo,15.0,5.5,9.2,9.5,0.05,0.08,Q4,2023
Bauang - Coastal,La Union,120,3,2,4304000.0,35871.0,Condo,1.0,6.5,6.2,4.0,0.25,0.04,Q4,2023
Mandurriao - CBD Fringe,Iloilo,100,1,2,6213000.0,62134.0,House,12.0,4.5,8.5,8.0,0.1,0.04,Q4,2023
San Fernando City,La Union,60,1,1,1708000.0,28465.0,Condo,5.0,5.2,7.2,4.0,0.12,0.02,Q3,2023
Diversion Road Corridor,Iloilo,60,1,1,3110000.0,51830.0,Condo,11.0,4.0,8.0,7.5,0.12,0.03,Q1,2024
San Juan - Surf Town,La Union,42,2,2,2085000.0,49652.0,Condo,0.5,8.8,6.8,4.0,0.18,0.08,Q1,2024
Bauang - Coastal,La Union,150,4,3,4530000.0,30197.0,Townhouse,1.0,6.5,6.2,4.0,0.25,0.04,Q2,2024
San Fernando City,La Union,120,4,4,3620000.0,30164.0,Condo,5.0,5.2,7.2,4.0,0.12,0.02,Q2,2024
Jaro - Residential,Iloilo,100,2,3,4737000.0,47371.0,Condo,14.0,3.5,7.0,6.5,0.15,0.03,Q1,2024
Jaro - Residential,Iloilo,50,1,1,2433000.0,48651.0,House,14.0,3.5,7.0,6.5,0.15,0.03,Q2,2023
Molo - Heritage District,Iloilo,30,1,1,1201000.0,40047.0,House,5.0,5.0,6.5,5.8,0.2,0.05,Q2,2023
Bauang - Inland,La Union,180,4,3,3925000.0,21805.0,House,4.0,4.5,5.5,4.0,0.1,0.01,Q1,2024
Mandurriao - CBD Fringe,Iloilo,60,1,1,3782000.0,63030.0,Townhouse,12.0,4.5,8.5,8.0,0.1,0.04,Q3,2023
San Fernando City,La Union,60,1,2,1491000.0,24846.0,Townhouse,5.0,5.2,7.2,4.0,0.12,0.02,Q1,2024
San Juan - Beach District,La Union,60,1,1,2697000.0,44946.0,Condo,0.2,9.2,7.0,4.0,0.15,0.1,Q2,2023
Molo - Heritage District,Iloilo,72,3,2,2656000.0,36887.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q1,2023
Molo - Heritage District,Iloilo,60,1,1,2228000.0,37133.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q4,2023
Bauang - Inland,La Union,30,1,1,810000.0,26993.0,Condo,4.0,4.5,5.5,4.0,0.1,0.01,Q4,2024
Bauang - Inland,La Union,30,1,1,737000.0,24568.0,Townhouse,4.0,4.5,5.5,4.0,0.1,0.01,Q1,2023
San Juan - Beach District,La Union,50,2,1,2046000.0,40917.0,Townhouse,0.2,9.2,7.0,4.0,0.15,0.1,Q1,2024
Diversion Road Corridor,Iloilo,85,2,1,4839000.0,56935.0,Townhouse,11.0,4.0,8.0,7.5,0.12,0.03,Q3,2023
Bauang - Coastal,La Union,42,2,1,1559000.0,37121.0,Townhouse,1.0,6.5,6.2,4.0,0.25,0.04,Q1,2023
San Juan - Beach District,La Union,85,3,4,3595000.0,42294.0,Townhouse,0.2,9.2,7.0,4.0,0.15,0.1,Q4,2023
Iloilo Business Park - Megaworld,Iloilo,72,1,1,4754000.0,66032.0,House,15.0,5.5,9.2,9.5,0.05,0.08,Q3,2024
Bauang - Coastal,La Union,150,5,5,5405000.0,36034.0,Condo,1.0,6.5,6.2,4.0,0.25,0.04,Q4,2024
Jaro - Residential,Iloilo,50,2,1,2406000.0,48122.0,Condo,14.0,3.5,7.0,6.5,0.15,0.03,Q2,2023
Bauang - Coastal,La Union,180,4,5,7921000.0,44008.0,Condo,1.0,6.5,6.2,4.0,0.25,0.04,Q2,2024
Iloilo Business Park - Megaworld,Iloilo,72,3,4,5623000.0,78103.0,Condo,15.0,5.5,9.2,9.5,0.05,0.08,Q1,2024
San Juan - Surf Town,La Union,50,2,1,2002000.0,40033.0,House,0.5,8.8,6.8,4.0,0.18,0.08,Q2,2024
Jaro - Residential,Iloilo,85,3,2,3630000.0,42707.0,Condo,14.0,3.5,7.0,6.5,0.15,0.03,Q2,2023
San Juan - Beach District,La Union,50,2,3,2233000.0,44669.0,House,0.2,9.2,7.0,4.0,0.15,0.1,Q1,2023
Diversion Road Corridor,Iloilo,100,1,2,4649000.0,46486.0,House,11.0,4.0,8.0,7.5,0.12,0.03,Q3,2024
Bauang - Inland,La Union,120,2,1,3291000.0,27424.0,Condo,4.0,4.5,5.5,4.0,0.1,0.01,Q4,2023
San Juan - Surf Town,La Union,85,3,4,3242000.0,38143.0,Condo,0.5,8.8,6.8,4.0,0.18,0.08,Q1,2024
San Fernando City,La Union,120,3,2,3307000.0,27560.0,Townhouse,5.0,5.2,7.2,4.0,0.12,0.02,Q2,2023
Mandurriao - CBD Fringe,Iloilo,150,5,4,9530000.0,63531.0,Townhouse,12.0,4.5,8.5,8.0,0.1,0.04,Q4,2023
Diversion Road Corridor,Iloilo,72,2,1,3880000.0,53885.0,Townhouse,11.0,4.0,8.0,7.5,0.12,0.03,Q1,2024
Mandurriao - CBD Fringe,Iloilo,100,2,2,5610000.0,56095.0,Townhouse,12.0,4.5,8.5,8.0,0.1,0.04,Q4,2023
Jaro - Residential,Iloilo,100,2,3,4397000.0,43973.0,Condo,14.0,3.5,7.0,6.5,0.15,0.03,Q3,2024
Molo - Heritage District,Iloilo,50,1,1,2070000.0,41400.0,Condo,5.0,5.0,6.5,5.8,0.2,0.05,Q3,2024
San Fernando City,La Union,150,3,2,4453000.0,29690.0,House,5.0,5.2,7.2,4.0,0.12,0.02,Q2,2024
Iloilo Business Park - Megaworld,Iloilo,150,5,4,10368000.0,69122.0,House,15.0,5.5,9.2,9.5,0.05,0.08,Q1,2023
San Juan - Surf Town,La Union,72,3,2,2949000.0,40958.0,Townhouse,0.5,8.8,6.8,4.0,0.18,0.08,Q1,2024
Iloilo Business Park - Megaworld,Iloilo,42,1,1,3529000.0,84022.0,Condo,15.0,5.5,9.2,9.5,0.05,0.08,Q1,2024
Bauang - Coastal,La Union,180,5,5,7703000.0,42792.0,Condo,1.0,6.5,6.2,4.0,0.25,0.04,Q2,2023
San Fernando City,La Union,120,3,4,3293000.0,27438.0,House,5.0,5.2,7.2,4.0,0.12,0.02,Q2,2024
Bauang - Inland,La Union,180,4,3,4719000.0,26218.0,Townhouse,4.0,4.5,5.5,4.0,0.1,0.01,Q1,2024
Molo - Heritage District,Iloilo,72,3,3,3188000.0,44272.0,House,5.0,5.0,6.5,5.8,0.2,0.05,Q1,2023
Molo - Heritage District,Iloilo,85,2,1,3717000.0,43725.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q1,2023
Bauang - Inland,La Union,60,2,2,1402000.0,23375.0,Townhouse,4.0,4.5,5.5,4.0,0.1,0.01,Q2,2023
Molo - Heritage District,Iloilo,120,3,2,5789000.0,48238.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q1,2023
Mandurriao - CBD Fringe,Iloilo,30,1,2,1733000.0,57757.0,House,12.0,4.5,8.5,8.0,0.1,0.04,Q2,2024
Mandurriao - CBD Fringe,Iloilo,120,3,3,7266000.0,60548.0,Condo,12.0,4.5,8.5,8.0,0.1,0.04,Q4,2024
Bauang - Coastal,La Union,50,2,3,1610000.0,32205.0,House,1.0,6.5,6.2,4.0,0.25,0.04,Q2,2024
Mandurriao - CBD Fringe,Iloilo,50,1,1,3655000.0,73106.0,Condo,12.0,4.5,8.5,8.0,0.1,0.04,Q3,2024
Iloilo Business Park - Megaworld,Iloilo,100,2,3,9325000.0,93246.0,Condo,15.0,5.5,9.2,9.5,0.05,0.08,Q1,2023
San Juan - Surf Town,La Union,50,1,2,1796000.0,35919.0,Townhouse,0.5,8.8,6.8,4.0,0.18,0.08,Q1,2023
San Juan - Surf Town,La Union,50,1,1,2078000.0,41567.0,Condo,0.5,8.8,6.8,4.0,0.18,0.08,Q2,2023
Molo - Heritage District,Iloilo,150,3,2,7050000.0,47000.0,Condo,5.0,5.0,6.5,5.8,0.2,0.05,Q3,2023
Bauang - Inland,La Union,100,2,1,2266000.0,22662.0,Condo,4.0,4.5,5.5,4.0,0.1,0.01,Q3,2023
Jaro - Residential,Iloilo,72,3,4,3374000.0,46867.0,Townhouse,14.0,3.5,7.0,6.5,0.15,0.03,Q3,2024
San Fernando City,La Union,120,2,2,3381000.0,28172.0,Townhouse,5.0,5.2,7.2,4.0,0.12,0.02,Q1,2023
San Fernando City,La Union,180,6,5,5271000.0,29282.0,House,5.0,5.2,7.2,4.0,0.12,0.02,Q2,2024
San Fernando City,La Union,100,3,3,2953000.0,29533.0,Townhouse,5.0,5.2,7.2,4.0,0.12,0.02,Q3,2024
San Juan - Surf Town,La Union,150,3,3,7404000.0,49359.0,Condo,0.5,8.8,6.8,4.0,0.18,0.08,Q1,2024
Bauang - Inland,La Union,120,3,3,2581000.0,21509.0,House,4.0,4.5,5.5,4.0,0.1,0.01,Q3,2023
Diversion Road Corridor,Iloilo,42,2,2,2610000.0,62131.0,Condo,11.0,4.0,8.0,7.5,0.12,0.03,Q4,2024
San Juan - Surf Town,La Union,50,2,1,2290000.0,45793.0,Townhouse,0.5,8.8,6.8,4.0,0.18,0.08,Q4,2024
San Juan - Surf Town,La Union,42,1,1,1596000.0,38001.0,Townhouse,0.5,8.8,6.8,4.0,0.18,0.08,Q1,2023
Bauang - Coastal,La Union,72,1,1,2554000.0,35471.0,House,1.0,6.5,6.2,4.0,0.25,0.04,Q2,2023
Iloilo Business Park - Megaworld,Iloilo,30,1,1,2124000.0,70803.0,House,15.0,5.5,9.2,9.5,0.05,0.08,Q1,2024
San Juan - Surf Town,La Union,72,1,1,2780000.0,38615.0,House,0.5,8.8,6.8,4.0,0.18,0.08,Q4,2024
Iloilo Business Park - Megaworld,Iloilo,42,2,1,3395000.0,80834.0,Townhouse,15.0,5.5,9.2,9.5,0.05,0.08,Q4,2024
Molo - Heritage District,Iloilo,120,4,5,5270000.0,43916.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q4,2024
Jaro - Residential,Iloilo,72,3,4,3455000.0,47990.0,House,14.0,3.5,7.0,6.5,0.15,0.03,Q3,2023
Diversion Road Corridor,Iloilo,50,2,2,2689000.0,53780.0,Condo,11.0,4.0,8.0,7.5,0.12,0.03,Q2,2023
Bauang - Coastal,La Union,30,1,1,1037000.0,34577.0,Townhouse,1.0,6.5,6.2,4.0,0.25,0.04,Q4,2024
San Fernando City,La Union,100,1,1,2500000.0,24997.0,House,5.0,5.2,7.2,4.0,0.12,0.02,Q1,2023
Molo - Heritage District,Iloilo,120,4,3,4664000.0,38866.0,House,5.0,5.0,6.5,5.8,0.2,0.05,Q4,2023
Mandurriao - CBD Fringe,Iloilo,150,3,2,7770000.0,51800.0,Townhouse,12.0,4.5,8.5,8.0,0.1,0.04,Q1,2023
San Juan - Surf Town,La Union,150,4,3,6058000.0,40384.0,Condo,0.5,8.8,6.8,4.0,0.18,0.08,Q4,2024
Iloilo Business Park - Megaworld,Iloilo,85,1,2,7193000.0,84628.0,Condo,15.0,5.5,9.2,9.5,0.05,0.08,Q3,2024
Jaro - Residential,Iloilo,42,1,1,1712000.0,40750.0,House,14.0,3.5,7.0,6.5,0.15,0.03,Q1,2023
Bauang - Coastal,La Union,85,2,3,2963000.0,34863.0,House,1.0,6.5,6.2,4.0,0.25,0.04,Q4,2023
Iloilo Business Park - Megaworld,Iloilo,150,3,3,10648000.0,70988.0,Condo,15.0,5.5,9.2,9.5,0.05,0.08,Q4,2023
San Fernando City,La Union,60,1,1,1333000.0,22215.0,House,5.0,5.2,7.2,4.0,0.12,0.02,Q1,2024
Jaro - Residential,Iloilo,72,3,3,3295000.0,45764.0,Condo,14.0,3.5,7.0,6.5,0.15,0.03,Q3,2023
Iloilo Business Park - Megaworld,Iloilo,120,2,3,7771000.0,64756.0,Townhouse,15.0,5.5,9.2,9.5,0.05,0.08,Q4,2024
San Fernando City,La Union,60,1,1,1638000.0,27294.0,House,5.0,5.2,7.2,4.0,0.12,0.02,Q3,2023
Molo - Heritage District,Iloilo,42,1,1,1706000.0,40627.0,Condo,5.0,5.0,6.5,5.8,0.2,0.05,Q4,2023
Molo - Heritage District,Iloilo,100,3,2,4723000.0,47230.0,Condo,5.0,5.0,6.5,5.8,0.2,0.05,Q3,2023
Jaro - Residential,Iloilo,60,1,1,2443000.0,40712.0,Condo,14.0,3.5,7.0,6.5,0.15,0.03,Q1,2024
Bauang - Coastal,La Union,150,3,3,6200000.0,41333.0,Condo,1.0,6.5,6.2,4.0,0.25,0.04,Q3,2023
San Juan - Surf Town,La Union,85,1,1,3277000.0,38558.0,Condo,0.5,8.8,6.8,4.0,0.18,0.08,Q1,2024
San Juan - Surf Town,La Union,30,1,2,1196000.0,39853.0,Townhouse,0.5,8.8,6.8,4.0,0.18,0.08,Q4,2023
Mandurriao - CBD Fringe,Iloilo,72,3,4,3769000.0,52346.0,House,12.0,4.5,8.5,8.0,0.1,0.04,Q2,2023
Bauang - Inland,La Union,85,1,1,1908000.0,22443.0,House,4.0,4.5,5.5,4.0,0.1,0.01,Q2,2023
Bauang - Coastal,La Union,180,4,4,6382000.0,35458.0,Townhouse,1.0,6.5,6.2,4.0,0.25,0.04,Q3,2024
Iloilo Business Park - Megaworld,Iloilo,42,2,3,3560000.0,84759.0,House,15.0,5.5,9.2,9.5,0.05,0.08,Q3,2023
Iloilo Business Park - Megaworld,Iloilo,60,2,2,4303000.0,71719.0,House,15.0,5.5,9.2,9.5,0.05,0.08,Q1,2024
Jaro - Residential,Iloilo,60,2,1,2542000.0,42360.0,Condo,14.0,3.5,7.0,6.5,0.15,0.03,Q3,2024
Diversion Road Corridor,Iloilo,120,3,4,7158000.0,59648.0,Townhouse,11.0,4.0,8.0,7.5,0.12,0.03,Q4,2024
Jaro - Residential,Iloilo,85,3,4,3119000.0,36697.0,House,14.0,3.5,7.0,6.5,0.15,0.03,Q4,2024
Molo - Heritage District,Iloilo,120,3,2,4587000.0,38225.0,House,5.0,5.0,6.5,5.8,0.2,0.05,Q3,2024
Molo - Heritage District,Iloilo,42,2,1,1779000.0,42361.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q2,2023
Bauang - Coastal,La Union,60,1,1,2318000.0,38635.0,Townhouse,1.0,6.5,6.2,4.0,0.25,0.04,Q3,2023
Diversion Road Corridor,Iloilo,180,4,3,8781000.0,48781.0,Townhouse,11.0,4.0,8.0,7.5,0.12,0.03,Q3,2024
San Juan - Surf Town,La Union,60,2,3,2463000.0,41052.0,Townhouse,0.5,8.8,6.8,4.0,0.18,0.08,Q3,2023
Bauang - Coastal,La Union,42,2,1,1572000.0,37423.0,Townhouse,1.0,6.5,6.2,4.0,0.25,0.04,Q4,2024
Molo - Heritage District,Iloilo,100,3,2,4574000.0,45738.0,House,5.0,5.0,6.5,5.8,0.2,0.05,Q3,2024
San Fernando City,La Union,85,3,3,2084000.0,24515.0,Condo,5.0,5.2,7.2,4.0,0.12,0.02,Q3,2023
Jaro - Residential,Iloilo,42,1,2,1721000.0,40977.0,House,14.0,3.5,7.0,6.5,0.15,0.03,Q4,2023
Bauang - Inland,La Union,120,3,3,2994000.0,24954.0,Condo,4.0,4.5,5.5,4.0,0.1,0.01,Q3,2024
Iloilo Business Park - Megaworld,Iloilo,42,1,1,3866000.0,92051.0,Condo,15.0,5.5,9.2,9.5,0.05,0.08,Q2,2023
San Fernando City,La Union,30,1,1,863000.0,28778.0,House,5.0,5.2,7.2,4.0,0.12,0.02,Q4,2024
San Fernando City,La Union,120,4,3,2916000.0,24300.0,Townhouse,5.0,5.2,7.2,4.0,0.12,0.02,Q3,2024
Bauang - Coastal,La Union,72,1,2,2545000.0,35341.0,Condo,1.0,6.5,6.2,4.0,0.25,0.04,Q3,2024
Jaro - Residential,Iloilo,85,3,3,3679000.0,43286.0,House,14.0,3.5,7.0,6.5,0.15,0.03,Q3,2023
Diversion Road Corridor,Iloilo,42,1,1,2220000.0,52866.0,Townhouse,11.0,4.0,8.0,7.5,0.12,0.03,Q4,2023
San Fernando City,La Union,150,3,3,3449000.0,22995.0,Townhouse,5.0,5.2,7.2,4.0,0.12,0.02,Q4,2023
San Fernando City,La Union,42,1,1,1064000.0,25340.0,Condo,5.0,5.2,7.2,4.0,0.12,0.02,Q1,2023
Diversion Road Corridor,Iloilo,85,1,1,4861000.0,57190.0,Townhouse,11.0,4.0,8.0,7.5,0.12,0.03,Q2,2024
Jaro - Residential,Iloilo,100,2,2,4442000.0,44420.0,Townhouse,14.0,3.5,7.0,6.5,0.15,0.03,Q4,2023
Bauang - Inland,La Union,72,2,1,1586000.0,22024.0,Condo,4.0,4.5,5.5,4.0,0.1,0.01,Q4,2024
Molo - Heritage District,Iloilo,150,3,2,6606000.0,44041.0,House,5.0,5.0,6.5,5.8,0.2,0.05,Q3,2023
San Fernando City,La Union,180,4,4,5841000.0,32452.0,Condo,5.0,5.2,7.2,4.0,0.12,0.02,Q3,2023
San Juan - Surf Town,La Union,120,2,3,5647000.0,47059.0,Condo,0.5,8.8,6.8,4.0,0.18,0.08,Q4,2024
Mandurriao - CBD Fringe,Iloilo,85,2,1,5478000.0,64451.0,Condo,12.0,4.5,8.5,8.0,0.1,0.04,Q2,2024
Diversion Road Corridor,Iloilo,50,1,1,3120000.0,62391.0,Condo,11.0,4.0,8.0,7.5,0.12,0.03,Q4,2024
San Fernando City,La Union,30,1,1,810000.0,27012.0,House,5.0,5.2,7.2,4.0,0.12,0.02,Q1,2024
San Fernando City,La Union,60,1,2,1374000.0,22892.0,House,5.0,5.2,7.2,4.0,0.12,0.02,Q4,2023
Bauang - Inland,La Union,120,4,5,3230000.0,26914.0,Condo,4.0,4.5,5.5,4.0,0.1,0.01,Q2,2024
Iloilo Business Park - Megaworld,Iloilo,180,6,6,14519000.0,80664.0,Condo,15.0,5.5,9.2,9.5,0.05,0.08,Q3,2024
Bauang - Inland,La Union,60,1,1,1194000.0,19902.0,Townhouse,4.0,4.5,5.5,4.0,0.1,0.01,Q4,2024
Bauang - Inland,La Union,85,3,4,1794000.0,21110.0,Townhouse,4.0,4.5,5.5,4.0,0.1,0.01,Q4,2024
Jaro - Residential,Iloilo,100,1,1,4634000.0,46343.0,House,14.0,3.5,7.0,6.5,0.15,0.03,Q4,2024
Bauang - Coastal,La Union,42,1,2,1508000.0,35909.0,House,1.0,6.5,6.2,4.0,0.25,0.04,Q1,2023
Jaro - Residential,Iloilo,30,1,2,1121000.0,37362.0,House,14.0,3.5,7.0,6.5,0.15,0.03,Q3,2023
Mandurriao - CBD Fringe,Iloilo,180,4,4,12118000.0,67320.0,Condo,12.0,4.5,8.5,8.0,0.1,0.04,Q2,2023
Molo - Heritage District,Iloilo,85,3,4,3855000.0,45358.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q4,2023
Mandurriao - CBD Fringe,Iloilo,50,1,1,3315000.0,66294.0,Townhouse,12.0,4.5,8.5,8.0,0.1,0.04,Q4,2024
San Fernando City,La Union,150,3,3,4680000.0,31201.0,Condo,5.0,5.2,7.2,4.0,0.12,0.02,Q4,2023
Bauang - Coastal,La Union,180,5,5,6185000.0,34362.0,House,1.0,6.5,6.2,4.0,0.25,0.04,Q2,2024
San Juan - Surf Town,La Union,120,3,2,5821000.0,48512.0,Condo,0.5,8.8,6.8,4.0,0.18,0.08,Q2,2024
Jaro - Residential,Iloilo,30,1,2,1106000.0,36852.0,Townhouse,14.0,3.5,7.0,6.5,0.15,0.03,Q3,2023
San Juan - Beach District,La Union,150,5,6,5884000.0,39229.0,Townhouse,0.2,9.2,7.0,4.0,0.15,0.1,Q1,2024
Bauang - Inland,La Union,180,5,4,4524000.0,25134.0,Townhouse,4.0,4.5,5.5,4.0,0.1,0.01,Q4,2023
Mandurriao - CBD Fringe,Iloilo,30,1,1,1777000.0,59230.0,Condo,12.0,4.5,8.5,8.0,0.1,0.04,Q3,2023
Mandurriao - CBD Fringe,Iloilo,85,2,3,5261000.0,61897.0,Condo,12.0,4.5,8.5,8.0,0.1,0.04,Q2,2024
Bauang - Coastal,La Union,180,4,4,7146000.0,39698.0,Townhouse,1.0,6.5,6.2,4.0,0.25,0.04,Q2,2024
San Fernando City,La Union,180,5,6,4589000.0,25493.0,House,5.0,5.2,7.2,4.0,0.12,0.02,Q3,2023
Iloilo Business Park - Megaworld,Iloilo,100,2,1,8524000.0,85237.0,Condo,15.0,5.5,9.2,9.5,0.05,0.08,Q4,2024
Mandurriao - CBD Fringe,Iloilo,30,1,2,1740000.0,58015.0,House,12.0,4.5,8.5,8.0,0.1,0.04,Q4,2024
Bauang - Inland,La Union,50,1,1,1044000.0,20881.0,House,4.0,4.5,5.5,4.0,0.1,0.01,Q2,2023
Iloilo Business Park - Megaworld,Iloilo,100,3,2,7849000.0,78491.0,Condo,15.0,5.5,9.2,9.5,0.05,0.08,Q2,2023
Bauang - Coastal,La Union,180,5,5,5360000.0,29780.0,Townhouse,1.0,6.5,6.2,4.0,0.25,0.04,Q2,2024
San Fernando City,La Union,50,1,2,1537000.0,30742.0,Condo,5.0,5.2,7.2,4.0,0.12,0.02,Q2,2023
Jaro - Residential,Iloilo,60,1,1,2620000.0,43664.0,House,14.0,3.5,7.0,6.5,0.15,0.03,Q4,2023
San Fernando City,La Union,100,2,1,2212000.0,22122.0,Townhouse,5.0,5.2,7.2,4.0,0.12,0.02,Q4,2024
Iloilo Business Park - Megaworld,Iloilo,150,5,5,10566000.0,70441.0,House,15.0,5.5,9.2,9.5,0.05,0.08,Q1,2023
Jaro - Residential,Iloilo,30,1,1,1591000.0,53038.0,Condo,14.0,3.5,7.0,6.5,0.15,0.03,Q4,2024
Bauang - Inland,La Union,100,1,1,2082000.0,20820.0,Townhouse,4.0,4.5,5.5,4.0,0.1,0.01,Q2,2023
San Fernando City,La Union,30,1,1,822000.0,27408.0,Condo,5.0,5.2,7.2,4.0,0.12,0.02,Q3,2024
Molo - Heritage District,Iloilo,30,1,2,1280000.0,42679.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q1,2024
Molo - Heritage District,Iloilo,42,1,1,1553000.0,36971.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q2,2024
Bauang - Coastal,La Union,42,1,2,1484000.0,35333.0,Condo,1.0,6.5,6.2,4.0,0.25,0.04,Q2,2024
Mandurriao - CBD Fringe,Iloilo,150,3,2,7795000.0,51968.0,House,12.0,4.5,8.5,8.0,0.1,0.04,Q4,2023
Iloilo Business Park - Megaworld,Iloilo,50,1,2,3960000.0,79199.0,Townhouse,15.0,5.5,9.2,9.5,0.05,0.08,Q2,2024
San Fernando City,La Union,180,6,6,4219000.0,23440.0,House,5.0,5.2,7.2,4.0,0.12,0.02,Q3,2023
Molo - Heritage District,Iloilo,42,2,1,1752000.0,41713.0,House,5.0,5.0,6.5,5.8,0.2,0.05,Q2,2023
Diversion Road Corridor,Iloilo,150,5,6,8376000.0,55838.0,Townhouse,11.0,4.0,8.0,7.5,0.12,0.03,Q4,2024
Molo - Heritage District,Iloilo,120,4,5,5110000.0,42586.0,Townhouse,5.0,5.0,6.5,5.8,0.2,0.05,Q2,2024
Diversion Road Corridor,Iloilo,42,1,1,2761000.0,65734.0,Condo,11.0,4.0,8.0,7.5,0.12,0.03,Q4,2023
Mandurriao - CBD Fringe,Iloilo,120,3,3,7497000.0,62479.0,Townhouse,12.0,4.5,8.5,8.0,0.1,0.04,Q2,2024
Diversion Road Corridor,Iloilo,50,1,1,2451000.0,49016.0,Townhouse,11.0,4.0,8.0,7.5,0.12,0.03,Q4,2023
Mandurriao - CBD Fringe,Iloilo,72,3,2,3936000.0,54671.0,Condo,12.0,4.5,8.5,8.0,0.1,0.04,Q1,2023
San Fernando City,La Union,180,6,7,4997000.0,27760.0,Townhouse,5.0,5.2,7.2,4.0,0.12,0.02,Q4,2023
Bauang - Inland,La Union,60,1,1,1325000.0,22082.0,House,4.0,4.5,5.5,4.0,0.1,0.01,Q1,2023
San Juan - Surf Town,La Union,30,1,1,1289000.0,42951.0,House,0.5,8.8,6.8,4.0,0.18,0.08,Q3,2024
Diversion Road Corridor,Iloilo,30,1,1,1772000.0,59058.0,Townhouse,11.0,4.0,8.0,7.5,0.12,0.03,Q3,2024
Molo - Heritage District,Iloilo,100,1,1,4215000.0,42153.0,House,5.0,5.0,6.5,5.8,0.2,0.05,Q1,2023
San Juan - Surf Town,La Union,120,2,2,4630000.0,38584.0,Condo,0.5,8.8,6.8,4.0,0.18,0.08,Q3,2023
Diversion Road Corridor,Iloilo,150,4,4,7242000.0,48279.0,House,11.0,4.0,8.0,7.5,0.12,0.03,Q2,2024
Jaro - Residential,Iloilo,42,2,3,1810000.0,43092.0,Condo,14.0,3.5,7.0,6.5,0.15,0.03,Q3,2023
Mandurriao - CBD Fringe,Iloilo,120,4,5,6904000.0,57535.0,Townhouse,12.0,4.5,8.5,8.0,0.1,0.04,Q1,2023
Jaro - Residential,Iloilo,100,3,3,4031000.0,40306.0,Townhouse,14.0,3.5,7.0,6.5,0.15,0.03,Q3,2024
Bauang - Coastal,La Union,120,4,4,5281000.0,44006.0,Condo,1.0,6.5,6.2,4.0,0.25,0.04,Q2,2024
Jaro - Residential,Iloilo,180,6,5,6739000.0,37440.0,House,14.0,3.5,7.0,6.5,0.15,0.03,Q3,2024
Diversion Road Corridor,Iloilo,85,1,1,4619000.0,54343.0,House,11.0,4.0,8.0,7.5,0.12,0.03,Q4,2023
San Fernando City,La Union,100,2,2,2669000.0,26695.0,Condo,5.0,5.2,7.2,4.0,0.12,0.02,Q2,2024
Iloilo Business Park - Megaworld,Iloilo,150,5,4,10955000.0,73032.0,Townhouse,15.0,5.5,9.2,9.5,0.05,0.08,Q2,2023
Bauang - Coastal,La Union,30,1,1,1255000.0,41848.0,Condo,1.0,6.5,6.2,4.0,0.25,0.04,Q3,2023
Iloilo Business Park - Megaworld,Iloilo,180,6,5,13969000.0,77604.0,House,15.0,5.5,9.2,9.5,0.05,0.08,Q1,2024
Mandurriao - CBD Fringe,Iloilo,120,3,2,7027000.0,58556.0,Condo,12.0,4.5,8.5,8.0,0.1,0.04,Q3,2024
San Fernando City,La Union,100,3,3,2909000.0,29089.0,House,5.0,5.2,7.2,4.0,0.12,0.02,Q2,2024
San Juan - Surf Town,La Union,60,2,1,2343000.0,39048.0,Condo,0.5,8.8,6.8,4.0,0.18,0.08,Q2,2024
San Juan - Surf Town,La Union,150,5,6,7545000.0,50301.0,Condo,0.5,8.8,6.8,4.0,0.18,0.08,Q2,2024
Bauang - Inland,La Union,50,1,1,1337000.0,26745.0,Condo,4.0,4.5,5.5,4.0,0.1,0.01,Q3,2024
San Juan - Surf Town,La Union,42,1,1,1708000.0,40660.0,Condo,0.5,8.8,6.8,4.0,0.18,0.08,Q1,2024
San Juan - Beach District,La Union,50,2,1,2204000.0,44089.0,House,0.2,9.2,7.0,4.0,0.15,0.1,Q1,2024
