location,province,area_sqm,bedrooms,bathrooms,price_php,price_per_sqm_php,property_type,distance_to_beach_km,tourism_density_score,infrastructure_score,employment_zone_score,flood_risk_score,cultural_premium_factor,quarter,year
Bauang - Inland,La Union,236.0,1,1,7470816.0,31656.0,Lot,3.5,4.4,5.5,4.0,0.087,0.0667,Q3,2024
Bauang - Inland,La Union,143.0,4,3,3609320.0,25240.0,House,4.16,4.8,5.5,4.0,0.25,0.1004,Q4,2024
Bauang - Inland,La Union,164.0,4,3,3489920.0,21280.0,House,3.81,4.1,5.5,4.0,0.414,0.0613,Q4,2024
Bauang - Inland,La Union,34.0,1,1,562632.0,16548.0,Condo,4.95,4.4,5.5,4.0,0.264,0.0656,Q2,2024
Bauang - Inland,La Union,218.0,2,2,6335298.0,29061.0,Townhouse,3.3,3.5,5.5,4.0,0.191,0.0928,Q2,2024
Bauang - Inland,La Union,270.0,4,3,7972830.0,29529.0,Townhouse,4.08,3.1,5.5,4.0,0.211,0.1005,Q4,2024
Bauang - Inland,La Union,145.0,3,3,3966185.0,27353.0,Townhouse,3.55,5.1,5.5,4.0,0.047,0.1099,Q2,2024
Bauang - Inland,La Union,162.0,2,1,3451248.0,21304.0,Townhouse,3.8,3.9,5.5,4.0,0.437,0.0703,Q2,2025
Bauang - Inland,La Union,152.0,2,2,3998816.0,26308.0,Condo,4.06,4.2,5.5,4.0,0.154,0.06,Q4,2025
Bauang - Inland,La Union,46.0,3,3,978742.0,21277.0,Townhouse,3.07,3.7,5.5,4.0,0.101,0.1138,Q4,2024
Bauang - Inland,La Union,183.0,3,2,4399869.0,24043.0,Townhouse,4.09,3.7,5.5,4.0,0.143,0.0628,Q4,2024
Bauang - Inland,La Union,208.0,3,3,5019248.0,24131.0,Condo,4.76,4.4,5.5,4.0,0.435,0.0656,Q1,2024
Bauang - Inland,La Union,261.0,5,4,8138502.0,31182.0,Lot,3.82,4.1,5.5,4.0,0.061,0.0715,Q4,2024
Bauang - Inland,La Union,262.0,2,2,7261068.0,27714.0,Condo,4.1,4.7,5.5,4.0,0.393,0.0867,Q1,2024
Bauang - Inland,La Union,150.0,2,1,3532200.0,23548.0,Lot,4.41,4.8,5.5,4.0,0.324,0.1091,Q3,2024
Bauang - Inland,La Union,269.0,2,2,7636641.0,28389.0,Townhouse,3.93,4.7,5.5,4.0,0.377,0.1013,Q4,2025
Bauang - Inland,La Union,159.0,2,2,3645234.0,22926.0,Condo,3.77,4.6,5.5,4.0,0.44,0.098,Q3,2024
Bauang - Inland,La Union,188.0,2,1,4211764.0,22403.0,House,3.09,5.4,5.5,4.0,0.382,0.0641,Q4,2025
Bauang - Inland,La Union,178.0,1,1,3907100.0,21950.0,Condo,4.26,3.9,5.5,4.0,0.426,0.0757,Q2,2024
Bauang - Inland,La Union,279.0,2,2,9380259.0,33621.0,Townhouse,3.95,4.5,5.5,4.0,0.075,0.0834,Q2,2024
Bauang - Inland,La Union,213.0,3,2,5245764.0,24628.0,Townhouse,3.59,5.2,5.5,4.0,0.362,0.0624,Q2,2024
Bauang - Inland,La Union,55.0,1,1,962500.0,17500.0,House,4.05,5.3,5.5,4.0,0.255,0.0704,Q2,2024
Bauang - Inland,La Union,43.0,2,2,805347.0,18729.0,Townhouse,3.77,3.6,5.5,4.0,0.254,0.0726,Q3,2024
Bauang - Inland,La Union,129.0,3,3,2728221.0,21149.0,Condo,3.79,4.3,5.5,4.0,0.407,0.0611,Q2,2025
Bauang - Inland,La Union,156.0,3,3,3411876.0,21871.0,Condo,4.24,5.3,5.5,4.0,0.438,0.088,Q3,2024
Bauang - Inland,La Union,195.0,3,2,4649580.0,23844.0,Condo,3.46,4.8,5.5,4.0,0.323,0.0978,Q2,2024
Bauang - Inland,La Union,147.0,4,4,3548874.0,24142.0,Condo,4.42,4.6,5.5,4.0,0.228,0.0574,Q2,2024
Bauang - Inland,La Union,156.0,3,3,3622788.0,23223.0,Condo,3.44,4.4,5.5,4.0,0.216,0.0836,Q1,2024
Bauang - Inland,La Union,260.0,1,1,8108100.0,31185.0,Condo,3.73,4.3,5.5,4.0,0.186,0.1027,Q3,2024
Bauang - Inland,La Union,110.0,2,1,2489300.0,22630.0,Condo,4.77,4.7,5.5,4.0,0.175,0.1006,Q4,2024
Bauang - Inland,La Union,150.0,3,3,3635400.0,24236.0,Condo,4.45,4.3,5.5,4.0,0.188,0.1048,Q4,2025
Bauang - Inland,La Union,167.0,2,1,4527704.0,27112.0,Townhouse,4.04,4.5,5.5,4.0,0.059,0.0815,Q2,2024
Bauang - Inland,La Union,144.0,1,1,3885696.0,26984.0,Condo,3.62,4.5,5.5,4.0,0.053,0.1052,Q2,2024
Bauang - Inland,La Union,271.0,2,2,7430007.0,27417.0,Townhouse,3.79,4.1,5.5,4.0,0.355,0.0683,Q3,2025
Bauang - Inland,La Union,270.0,2,1,8369730.0,30999.0,Condo,4.03,4.8,5.5,4.0,0.212,0.0759,Q3,2025
Bauang - Inland,La Union,155.0,2,2,3310490.0,21358.0,Condo,4.02,6.2,5.5,4.0,0.42,0.0642,Q1,2024
Bauang - Inland,La Union,139.0,2,2,3278176.0,23584.0,House,3.96,3.4,5.5,4.0,0.283,0.0827,Q3,2024
Bauang - Inland,La Union,175.0,4,4,4990825.0,28519.0,Condo,3.99,4.7,5.5,4.0,0.035,0.0779,Q1,2024
Bauang - Inland,La Union,71.0,4,3,1504490.0,21190.0,Condo,3.91,4.0,5.5,4.0,0.088,0.0683,Q1,2024
Bauang - Inland,La Union,133.0,2,1,3322473.0,24981.0,House,3.42,4.8,5.5,4.0,0.109,0.1008,Q3,2024
Bauang - Inland,La Union,80.0,4,4,1275040.0,15938.0,Condo,3.79,4.5,5.5,4.0,0.44,0.073,Q1,2025
Bauang - Inland,La Union,61.0,1,1,1312964.0,21524.0,Condo,4.37,5.0,5.5,4.0,0.114,0.0703,Q2,2024
Diversion Road Corridor,Iloilo,125.0,3,2,6463875.0,51711.0,Townhouse,10.82,4.9,8.0,7.5,0.247,0.1174,Q2,2024
Diversion Road Corridor,Iloilo,169.0,2,2,8855431.0,52399.0,Condo,10.99,4.1,8.0,7.5,0.395,0.1998,Q4,2024
Diversion Road Corridor,Iloilo,181.0,2,2,9623589.0,53169.0,Condo,10.84,3.7,8.0,7.5,0.312,0.2,Q2,2024
Diversion Road Corridor,Iloilo,204.0,3,2,13288356.0,65139.0,Condo,10.62,3.9,8.0,7.5,0.059,0.2,Q1,2024
Diversion Road Corridor,Iloilo,247.0,2,1,14664143.0,59369.0,Condo,10.91,4.8,8.0,7.5,0.275,0.1979,Q1,2024
Diversion Road Corridor,Iloilo,63.0,2,1,3404583.0,54041.0,House,11.98,4.9,8.0,7.5,0.115,0.2,Q1,2025
Diversion Road Corridor,Iloilo,156.0,3,3,8207316.0,52611.0,House,11.56,3.5,8.0,7.5,0.336,0.2,Q4,2025
Diversion Road Corridor,Iloilo,161.0,1,1,8273951.0,51391.0,House,10.66,4.0,8.0,7.5,0.376,0.2,Q2,2024
Diversion Road Corridor,Iloilo,63.0,4,4,3110058.0,49366.0,Condo,11.26,4.1,8.0,7.5,0.275,0.1336,Q2,2024
Diversion Road Corridor,Iloilo,196.0,3,2,11709432.0,59742.0,House,10.67,3.4,8.0,7.5,0.274,0.2,Q2,2024
Diversion Road Corridor,Iloilo,55.0,4,3,2666345.0,48479.0,Condo,10.29,4.0,8.0,7.5,0.166,0.119,Q2,2024
Diversion Road Corridor,Iloilo,141.0,3,3,8102565.0,57465.0,Condo,11.41,4.0,8.0,7.5,0.212,0.2,Q4,2024
Diversion Road Corridor,Iloilo,109.0,3,3,4624543.0,42427.0,Lot,11.46,4.7,8.0,7.5,0.392,0.1267,Q4,2024
Diversion Road Corridor,Iloilo,64.0,3,3,2962688.0,46292.0,Townhouse,11.42,4.7,8.0,7.5,0.331,0.1446,Q1,2025
Diversion Road Corridor,Iloilo,234.0,4,4,13419900.0,57350.0,Lot,10.81,3.8,8.0,7.5,0.243,0.1156,Q3,2025
Diversion Road Corridor,Iloilo,87.0,3,3,4974834.0,57182.0,Lot,10.93,3.9,8.0,7.5,0.178,0.1827,Q2,2024
Diversion Road Corridor,Iloilo,90.0,2,2,5196960.0,57744.0,House,11.3,4.4,8.0,7.5,0.042,0.1659,Q1,2024
Diversion Road Corridor,Iloilo,242.0,1,1,15943928.0,65884.0,Lot,11.16,3.6,8.0,7.5,0.081,0.1403,Q4,2025
Diversion Road Corridor,Iloilo,248.0,3,3,15611848.0,62951.0,Condo,10.84,4.4,8.0,7.5,0.103,0.1836,Q1,2024
Diversion Road Corridor,Iloilo,33.0,1,1,1635909.0,49573.0,Condo,10.35,3.9,8.0,7.5,0.181,0.1762,Q1,2025
Diversion Road Corridor,Iloilo,95.0,2,1,4739360.0,49888.0,Condo,11.05,3.4,8.0,7.5,0.426,0.2,Q1,2024
Diversion Road Corridor,Iloilo,205.0,1,1,13057270.0,63694.0,Condo,11.43,3.4,8.0,7.5,0.237,0.2,Q2,2024
Diversion Road Corridor,Iloilo,223.0,3,2,14917585.0,66895.0,Condo,10.52,4.9,8.0,7.5,0.121,0.2,Q3,2024
Diversion Road Corridor,Iloilo,279.0,2,1,18312444.0,65636.0,Condo,11.26,3.9,8.0,7.5,0.065,0.1339,Q2,2024
Diversion Road Corridor,Iloilo,166.0,3,3,9004504.0,54244.0,House,11.13,5.0,8.0,7.5,0.165,0.1599,Q1,2025
Diversion Road Corridor,Iloilo,26.0,3,2,1102426.0,42401.0,Townhouse,11.3,3.7,8.0,7.5,0.371,0.2,Q1,2024
Diversion Road Corridor,Iloilo,247.0,4,4,14896323.0,60309.0,House,11.35,4.2,8.0,7.5,0.185,0.1285,Q4,2025
Diversion Road Corridor,Iloilo,66.0,2,2,3200736.0,48496.0,Condo,10.72,5.4,8.0,7.5,0.352,0.1769,Q4,2024
Diversion Road Corridor,Iloilo,55.0,3,3,2527085.0,45947.0,House,10.35,3.4,8.0,7.5,0.365,0.2,Q4,2025
Diversion Road Corridor,Iloilo,196.0,3,3,12741568.0,65008.0,Condo,10.79,2.9,8.0,7.5,0.068,0.2,Q3,2025
Diversion Road Corridor,Iloilo,178.0,2,1,10144398.0,56991.0,Condo,11.36,4.8,8.0,7.5,0.282,0.1776,Q3,2024
Diversion Road Corridor,Iloilo,40.0,3,3,1901160.0,47529.0,Condo,10.78,3.5,8.0,7.5,0.432,0.2,Q4,2024
Diversion Road Corridor,Iloilo,68.0,2,1,3702124.0,54443.0,Condo,10.72,4.0,8.0,7.5,0.193,0.1845,Q3,2025
Diversion Road Corridor,Iloilo,175.0,5,5,11890725.0,67947.0,Condo,10.27,3.6,8.0,7.5,0.042,0.2,Q2,2024
Diversion Road Corridor,Iloilo,90.0,1,1,3955950.0,43955.0,Townhouse,11.7,4.2,8.0,7.5,0.417,0.1198,Q2,2025
Diversion Road Corridor,Iloilo,199.0,4,3,10007909.0,50291.0,Townhouse,11.33,3.4,8.0,7.5,0.4,0.1369,Q2,2024
Diversion Road Corridor,Iloilo,129.0,3,3,7564431.0,58639.0,House,11.31,3.9,8.0,7.5,0.245,0.2,Q1,2024
Diversion Road Corridor,Iloilo,174.0,2,2,9258018.0,53207.0,Condo,11.39,4.3,8.0,7.5,0.257,0.1504,Q1,2024
Diversion Road Corridor,Iloilo,146.0,3,3,9844050.0,67425.0,Townhouse,11.23,3.4,8.0,7.5,0.111,0.2,Q3,2025
Diversion Road Corridor,Iloilo,118.0,1,1,5933630.0,50285.0,House,10.9,3.6,8.0,7.5,0.372,0.1684,Q4,2025
Diversion Road Corridor,Iloilo,112.0,3,2,6338752.0,56596.0,Condo,10.93,3.8,8.0,7.5,0.234,0.2,Q1,2024
Diversion Road Corridor,Iloilo,202.0,3,3,13653584.0,67592.0,House,10.83,3.1,8.0,7.5,0.035,0.2,Q1,2025
Diversion Road Corridor,Iloilo,156.0,1,1,9159072.0,58712.0,House,12.05,3.7,8.0,7.5,0.314,0.19,Q1,2025
Diversion Road Corridor,Iloilo,176.0,1,1,9581616.0,54441.0,Condo,11.22,4.1,8.0,7.5,0.429,0.2,Q4,2024
Diversion Road Corridor,Iloilo,172.0,3,2,8235876.0,47883.0,Condo,10.81,3.8,8.0,7.5,0.377,0.1563,Q2,2024
Diversion Road Corridor,Iloilo,77.0,2,1,4592742.0,59646.0,House,11.19,3.8,8.0,7.5,0.139,0.1902,Q2,2025
Diversion Road Corridor,Iloilo,257.0,4,3,16813197.0,65421.0,Condo,10.6,4.0,8.0,7.5,0.043,0.145,Q1,2025
Diversion Road Corridor,Iloilo,168.0,3,3,8791104.0,52328.0,Condo,11.6,3.6,8.0,7.5,0.424,0.2,Q4,2024
Diversion Road Corridor,Iloilo,208.0,3,2,10806848.0,51956.0,Condo,10.74,4.4,8.0,7.5,0.423,0.2,Q2,2025
Diversion Road Corridor,Iloilo,249.0,2,1,15926538.0,63962.0,Lot,11.2,4.9,8.0,7.5,0.249,0.2,Q4,2024
Diversion Road Corridor,Iloilo,260.0,3,3,15491840.0,59584.0,Condo,11.43,3.7,8.0,7.5,0.296,0.2,Q3,2025
Diversion Road Corridor,Iloilo,195.0,4,3,11884080.0,60944.0,Condo,11.15,4.3,8.0,7.5,0.219,0.2,Q1,2025
Diversion Road Corridor,Iloilo,225.0,1,1,13250700.0,58892.0,Condo,11.04,3.9,8.0,7.5,0.2,0.1497,Q4,2025
Diversion Road Corridor,Iloilo,145.0,2,2,9758210.0,67298.0,Townhouse,11.0,4.2,8.0,7.5,0.071,0.2,Q3,2024
Diversion Road Corridor,Iloilo,213.0,2,2,15255912.0,71624.0,House,10.98,4.9,8.0,7.5,0.062,0.2,Q3,2024
Diversion Road Corridor,Iloilo,107.0,2,2,6258216.0,58488.0,Lot,10.77,4.3,8.0,7.5,0.12,0.1793,Q1,2024
Diversion Road Corridor,Iloilo,206.0,3,2,11381706.0,55251.0,Condo,10.82,2.9,8.0,7.5,0.38,0.2,Q4,2024
Diversion Road Corridor,Iloilo,46.0,2,1,2525262.0,54897.0,Condo,11.59,4.3,8.0,7.5,0.083,0.1671,Q4,2025
Diversion Road Corridor,Iloilo,258.0,3,3,17411388.0,67486.0,House,10.96,4.7,8.0,7.5,0.117,0.1589,Q2,2024
Diversion Road Corridor,Iloilo,87.0,2,2,4370184.0,50232.0,Condo,10.69,3.9,8.0,7.5,0.256,0.1517,Q1,2024
Diversion Road Corridor,Iloilo,192.0,1,1,11331456.0,59018.0,Townhouse,10.79,4.6,8.0,7.5,0.113,0.1275,Q4,2024
Diversion Road Corridor,Iloilo,27.0,2,1,1556712.0,57656.0,Townhouse,11.44,3.6,8.0,7.5,0.09,0.1905,Q4,2024
Diversion Road Corridor,Iloilo,64.0,4,4,3249088.0,50767.0,House,11.27,3.1,8.0,7.5,0.262,0.2,Q3,2024
Diversion Road Corridor,Iloilo,276.0,3,2,18184812.0,65887.0,Lot,11.22,4.1,8.0,7.5,0.178,0.2,Q3,2025
Diversion Road Corridor,Iloilo,237.0,2,1,13228866.0,55818.0,House,10.9,2.9,8.0,7.5,0.289,0.1943,Q1,2025
Diversion Road Corridor,Iloilo,81.0,3,2,3944700.0,48700.0,Condo,11.23,3.9,8.0,7.5,0.412,0.1802,Q1,2024
Diversion Road Corridor,Iloilo,58.0,1,1,3599596.0,62062.0,House,10.74,4.8,8.0,7.5,0.085,0.1857,Q4,2025
Diversion Road Corridor,Iloilo,232.0,2,1,12441696.0,53628.0,Condo,10.9,2.9,8.0,7.5,0.413,0.1468,Q2,2025
Diversion Road Corridor,Iloilo,277.0,2,2,16916944.0,61072.0,Townhouse,11.39,3.2,8.0,7.5,0.408,0.2,Q2,2024
Diversion Road Corridor,Iloilo,68.0,5,5,2949296.0,43372.0,Condo,11.35,3.4,8.0,7.5,0.377,0.1452,Q3,2025
Diversion Road Corridor,Iloilo,194.0,3,3,11377324.0,58646.0,Condo,10.61,4.0,8.0,7.5,0.291,0.2,Q1,2024
Diversion Road Corridor,Iloilo,97.0,3,3,4969601.0,51233.0,House,10.66,3.8,8.0,7.5,0.287,0.2,Q1,2024
Diversion Road Corridor,Iloilo,214.0,1,1,12634774.0,59041.0,Condo,11.04,4.8,8.0,7.5,0.295,0.2,Q1,2024
Diversion Road Corridor,Iloilo,131.0,2,1,7351065.0,56115.0,Condo,11.69,4.6,8.0,7.5,0.317,0.2,Q2,2024
Diversion Road Corridor,Iloilo,56.0,3,2,3246712.0,57977.0,House,10.23,4.3,8.0,7.5,0.027,0.1593,Q2,2025
Diversion Road Corridor,Iloilo,107.0,2,2,4927885.0,46055.0,Condo,11.11,4.1,8.0,7.5,0.432,0.2,Q1,2025
Diversion Road Corridor,Iloilo,162.0,4,3,8825922.0,54481.0,House,10.45,4.2,8.0,7.5,0.272,0.2,Q2,2025
Diversion Road Corridor,Iloilo,228.0,3,2,12385872.0,54324.0,Condo,10.75,3.5,8.0,7.5,0.356,0.2,Q2,2024
Diversion Road Corridor,Iloilo,30.0,2,1,1648410.0,54947.0,Condo,10.85,4.5,8.0,7.5,0.182,0.2,Q3,2024
Diversion Road Corridor,Iloilo,269.0,3,2,20109633.0,74757.0,Condo,10.83,3.3,8.0,7.5,0.025,0.2,Q3,2025
Diversion Road Corridor,Iloilo,190.0,5,4,11966770.0,62983.0,Townhouse,10.79,4.5,8.0,7.5,0.239,0.2,Q4,2024
Diversion Road Corridor,Iloilo,248.0,2,1,14282072.0,57589.0,Lot,11.0,4.7,8.0,7.5,0.238,0.1789,Q4,2024
Diversion Road Corridor,Iloilo,262.0,3,3,17684214.0,67497.0,Condo,10.79,4.1,8.0,7.5,0.208,0.2,Q2,2024
Diversion Road Corridor,Iloilo,64.0,4,3,3699328.0,57802.0,Lot,10.42,3.9,8.0,7.5,0.166,0.2,Q4,2024
Diversion Road Corridor,Iloilo,48.0,2,2,2494464.0,51968.0,House,11.31,4.2,8.0,7.5,0.127,0.1839,Q3,2024
Diversion Road Corridor,Iloilo,223.0,4,4,13200039.0,59193.0,House,11.3,2.3,8.0,7.5,0.247,0.2,Q1,2024
Diversion Road Corridor,Iloilo,72.0,1,1,4076496.0,56618.0,House,11.34,4.2,8.0,7.5,0.181,0.175,Q2,2024
Diversion Road Corridor,Iloilo,62.0,3,3,2972156.0,47938.0,House,10.38,3.9,8.0,7.5,0.437,0.2,Q3,2024
Diversion Road Corridor,Iloilo,144.0,3,3,7924032.0,55028.0,Townhouse,11.12,4.0,8.0,7.5,0.094,0.1311,Q4,2024
Diversion Road Corridor,Iloilo,257.0,3,3,16500942.0,64206.0,House,11.27,4.4,8.0,7.5,0.157,0.1494,Q2,2024
Diversion Road Corridor,Iloilo,227.0,2,1,13587766.0,59858.0,House,10.59,4.0,8.0,7.5,0.146,0.2,Q1,2024
Diversion Road Corridor,Iloilo,157.0,3,2,8645833.0,55069.0,Condo,11.0,3.3,8.0,7.5,0.254,0.1753,Q1,2025
Diversion Road Corridor,Iloilo,75.0,2,1,4122450.0,54966.0,Condo,10.95,3.9,8.0,7.5,0.235,0.175,Q1,2024
Diversion Road Corridor,Iloilo,110.0,2,2,5591960.0,50836.0,House,11.74,4.0,8.0,7.5,0.297,0.1524,Q3,2025
Diversion Road Corridor,Iloilo,200.0,2,2,10425600.0,52128.0,Condo,11.77,4.1,8.0,7.5,0.429,0.1898,Q3,2025
Diversion Road Corridor,Iloilo,65.0,3,3,3813225.0,58665.0,Condo,10.33,4.1,8.0,7.5,0.143,0.2,Q2,2024
Diversion Road Corridor,Iloilo,158.0,2,2,9144882.0,57879.0,Condo,12.0,4.6,8.0,7.5,0.318,0.2,Q3,2025
Diversion Road Corridor,Iloilo,28.0,2,2,1579340.0,56405.0,Condo,10.63,3.3,8.0,7.5,0.031,0.1257,Q4,2025
Diversion Road Corridor,Iloilo,107.0,4,4,6520473.0,60939.0,House,11.39,4.1,8.0,7.5,0.133,0.2,Q4,2024
Diversion Road Corridor,Iloilo,88.0,2,1,5032544.0,57188.0,House,11.39,4.8,8.0,7.5,0.219,0.1861,Q1,2024
Diversion Road Corridor,Iloilo,198.0,2,2,13423410.0,67795.0,Condo,10.6,3.0,8.0,7.5,0.033,0.2,Q3,2024
Diversion Road Corridor,Iloilo,258.0,2,1,15765348.0,61106.0,Condo,11.2,4.1,8.0,7.5,0.286,0.183,Q4,2025
Diversion Road Corridor,Iloilo,62.0,2,1,3058770.0,49335.0,Condo,10.96,3.6,8.0,7.5,0.312,0.1757,Q4,2025
Diversion Road Corridor,Iloilo,228.0,3,3,12921672.0,56674.0,Condo,11.22,3.8,8.0,7.5,0.341,0.1868,Q2,2025
Diversion Road Corridor,Iloilo,192.0,2,2,10866624.0,56597.0,House,11.09,3.5,8.0,7.5,0.242,0.2,Q2,2025
Diversion Road Corridor,Iloilo,272.0,1,1,16222080.0,59640.0,House,11.48,3.9,8.0,7.5,0.28,0.1912,Q4,2024
Diversion Road Corridor,Iloilo,257.0,5,5,16422814.0,63902.0,House,11.03,5.1,8.0,7.5,0.19,0.1868,Q1,2025
Diversion Road Corridor,Iloilo,50.0,4,3,2965800.0,59316.0,House,10.93,3.2,8.0,7.5,0.038,0.2,Q3,2024
Diversion Road Corridor,Iloilo,214.0,3,2,14830628.0,69302.0,Lot,11.44,3.3,8.0,7.5,0.063,0.2,Q1,2025
Diversion Road Corridor,Iloilo,176.0,4,3,9545360.0,54235.0,Townhouse,11.23,3.2,8.0,7.5,0.302,0.1669,Q4,2024
Diversion Road Corridor,Iloilo,53.0,4,4,2583485.0,48745.0,House,11.29,5.0,8.0,7.5,0.448,0.2,Q1,2024
Iloilo Business Park - Megaworld,Iloilo,221.0,1,1,19628557.0,88817.0,Condo,15.09,6.0,9.2,9.5,0.052,0.2,Q2,2024
Iloilo Business Park - Megaworld,Iloilo,188.0,2,2,14291948.0,76021.0,Townhouse,14.55,5.8,9.2,9.5,0.349,0.1766,Q3,2025
Iloilo Business Park - Megaworld,Iloilo,78.0,1,1,5435664.0,69688.0,Condo,14.61,5.8,9.2,9.5,0.361,0.2,Q2,2025
Iloilo Business Park - Megaworld,Iloilo,164.0,3,3,14386572.0,87723.0,House,15.86,5.7,9.2,9.5,0.193,0.2,Q2,2024
Iloilo Business Park - Megaworld,Iloilo,232.0,4,4,17798344.0,76717.0,Lot,14.93,5.5,9.2,9.5,0.331,0.2,Q3,2025
Iloilo Business Park - Megaworld,Iloilo,56.0,2,2,3641960.0,65035.0,Townhouse,14.69,5.9,9.2,9.5,0.414,0.2,Q1,2024
Iloilo Business Park - Megaworld,Iloilo,40.0,2,1,2521520.0,63038.0,Townhouse,15.57,6.1,9.2,9.5,0.364,0.1671,Q3,2025
Iloilo Business Park - Megaworld,Iloilo,125.0,2,1,9862875.0,78903.0,Condo,15.11,6.0,9.2,9.5,0.188,0.1623,Q1,2024
Iloilo Business Park - Megaworld,Iloilo,192.0,3,3,14946240.0,77845.0,Townhouse,15.23,5.4,9.2,9.5,0.228,0.2,Q1,2024
Iloilo Business Park - Megaworld,Iloilo,104.0,3,2,7407400.0,71225.0,House,14.94,6.3,9.2,9.5,0.355,0.2,Q1,2024
Iloilo Business Park - Megaworld,Iloilo,234.0,3,3,19084104.0,81556.0,House,14.87,5.6,9.2,9.5,0.146,0.2,Q2,2024
Iloilo Business Park - Megaworld,Iloilo,240.0,4,3,19036560.0,79319.0,Condo,14.93,5.9,9.2,9.5,0.366,0.2,Q1,2025
Iloilo Business Park - Megaworld,Iloilo,160.0,2,2,13162240.0,82264.0,Condo,14.45,5.7,9.2,9.5,0.161,0.2,Q4,2025
Iloilo Business Park - Megaworld,Iloilo,121.0,3,2,7906382.0,65342.0,House,14.96,5.6,9.2,9.5,0.367,0.1699,Q2,2024
Iloilo Business Park - Megaworld,Iloilo,35.0,3,3,2941680.0,84048.0,Condo,15.12,5.1,9.2,9.5,0.057,0.1895,Q4,2024
Iloilo Business Park - Megaworld,Iloilo,234.0,2,1,20860632.0,89148.0,House,15.74,5.9,9.2,9.5,0.039,0.2,Q4,2024
Iloilo Business Park - Megaworld,Iloilo,253.0,4,4,20001927.0,79059.0,Townhouse,15.03,7.2,9.2,9.5,0.449,0.2,Q4,2024
Iloilo Business Park - Megaworld,Iloilo,137.0,1,1,9531912.0,69576.0,Lot,14.07,5.3,9.2,9.5,0.394,0.2,Q4,2024
Iloilo Business Park - Megaworld,Iloilo,156.0,3,3,12073932.0,77397.0,Condo,14.96,5.5,9.2,9.5,0.4,0.2,Q1,2025
Iloilo Business Park - Megaworld,Iloilo,217.0,3,3,16514134.0,76102.0,Lot,16.1,5.2,9.2,9.5,0.429,0.2,Q2,2025
Iloilo Business Park - Megaworld,Iloilo,202.0,4,3,16186058.0,80129.0,Condo,15.35,5.2,9.2,9.5,0.208,0.2,Q3,2024
Iloilo Business Park - Megaworld,Iloilo,59.0,3,2,4567662.0,77418.0,House,14.68,6.4,9.2,9.5,0.143,0.2,Q3,2024
Iloilo Business Park - Megaworld,Iloilo,196.0,2,1,17775436.0,90691.0,Townhouse,15.24,5.1,9.2,9.5,0.076,0.2,Q1,2025
Iloilo Business Park - Megaworld,Iloilo,260.0,4,3,21878220.0,84147.0,Condo,14.7,5.2,9.2,9.5,0.236,0.2,Q3,2024
Iloilo Business Park - Megaworld,Iloilo,216.0,3,2,18827208.0,87163.0,Condo,14.46,4.5,9.2,9.5,0.115,0.2,Q4,2024
Iloilo Business Park - Megaworld,Iloilo,147.0,3,3,10947237.0,74471.0,Condo,14.86,5.0,9.2,9.5,0.422,0.2,Q4,2024
Iloilo Business Park - Megaworld,Iloilo,158.0,3,3,13683116.0,86602.0,House,15.04,4.5,9.2,9.5,0.022,0.2,Q2,2024
Iloilo Business Park - Megaworld,Iloilo,91.0,2,1,7685223.0,84453.0,Townhouse,14.25,5.9,9.2,9.5,0.082,0.2,Q1,2024
Iloilo Business Park - Megaworld,Iloilo,193.0,3,3,17621479.0,91303.0,Condo,14.54,7.2,9.2,9.5,0.126,0.2,Q2,2025
Iloilo Business Park - Megaworld,Iloilo,86.0,4,3,7280244.0,84654.0,Condo,15.0,5.3,9.2,9.5,0.106,0.2,Q2,2024
Iloilo Business Park - Megaworld,Iloilo,112.0,2,2,9160592.0,81791.0,House,14.84,4.5,9.2,9.5,0.117,0.2,Q2,2024
Iloilo Business Park - Megaworld,Iloilo,92.0,2,1,6746176.0,73328.0,Condo,15.16,6.0,9.2,9.5,0.302,0.2,Q2,2024
Iloilo Business Park - Megaworld,Iloilo,110.0,5,5,8299390.0,75449.0,House,14.51,5.1,9.2,9.5,0.161,0.2,Q2,2025
Iloilo Business Park - Megaworld,Iloilo,118.0,3,3,8649754.0,73303.0,Lot,15.29,6.3,9.2,9.5,0.284,0.2,Q1,2024
Iloilo Business Park - Megaworld,Iloilo,46.0,4,3,3114660.0,67710.0,Townhouse,14.53,5.3,9.2,9.5,0.403,0.2,Q2,2024
Iloilo Business Park - Megaworld,Iloilo,207.0,2,1,16495830.0,79690.0,Townhouse,15.66,5.1,9.2,9.5,0.279,0.2,Q2,2024
Iloilo Business Park - Megaworld,Iloilo,137.0,5,4,10335417.0,75441.0,House,14.31,5.4,9.2,9.5,0.319,0.2,Q1,2024
Iloilo Business Park - Megaworld,Iloilo,267.0,2,2,24512202.0,91806.0,Townhouse,14.56,6.0,9.2,9.5,0.177,0.2,Q4,2024
Iloilo Business Park - Megaworld,Iloilo,71.0,3,3,5584860.0,78660.0,Condo,15.17,5.4,9.2,9.5,0.089,0.2,Q3,2025
Iloilo Business Park - Megaworld,Iloilo,195.0,2,2,16456635.0,84393.0,Condo,15.67,5.2,9.2,9.5,0.158,0.2,Q4,2024
Iloilo Business Park - Megaworld,Iloilo,70.0,3,3,4692660.0,67038.0,House,15.13,5.4,9.2,9.5,0.435,0.2,Q3,2024
